Bx,By,Bz
2.4524992692195267,2.6892721426483486,0.8596901490792166
2.4524992692195267,2.6892721426483486,0.8633440514469454
2.4557147033031277,2.6805027769657994,0.8633440514469454
2.4557147033031277,2.6805027769657994,0.8455130078924291
2.4446068401052323,2.678164279450453,0.8455130078924291
2.4446068401052323,2.678164279450453,0.8547208418591056
2.4425606547793044,2.6726103478515055,0.8547208418591056
2.4425606547793044,2.6726103478515055,0.8547208418591056
2.4448991522946506,2.6737795966091786,0.8421514177141187
2.4448991522946506,2.6737795966091786,0.8421514177141187
2.4446068401052323,2.6579947383805904,0.8377667348728441
2.4446068401052323,2.6579947383805904,0.8377667348728441
2.4446068401052323,2.6544869921075707,0.8411283250511546
2.4437299035369775,2.6544869921075707,0.8411283250511546
2.4437299035369775,2.6471791873721133,0.8323589593686057
2.439637532885121,2.6471791873721133,0.8323589593686057
2.439637532885121,2.641917567962584,0.8281204326220404
2.4448991522946506,2.641917567962584,0.8281204326220404
2.4448991522946506,2.641917567962584,0.823881905875475
2.440514469453376,2.6427945045308388,0.823881905875475
2.440514469453376,2.6427945045308388,0.8202280035077463
2.4413914060216313,2.6334405144694535,0.8202280035077463
2.4413914060216313,2.6334405144694535,0.8202280035077463
2.432329728149664,2.6337328266588718,0.8070739549839229
2.432329728149664,2.6337328266588718,0.8070739549839229
2.427652733118971,2.6343174510377083,0.8040046769950306
2.427652733118971,2.6343174510377083,0.8040046769950306
2.4650686933645134,2.6316866413329434,0.8029815843320667
2.436129786612102,2.6316866413329434,0.8029815843320667
2.436129786612102,2.6264250219234144,0.7902660040923707
2.4220988015200233,2.6264250219234144,0.7902660040923707
2.4220988015200233,2.621163402513885,0.7816427945045309
2.427652733118971,2.621163402513885,0.7816427945045309
2.427652733118971,2.621163402513885,0.7772581116632563
2.4232680502776964,2.62204033908214,0.7772581116632563
2.4232680502776964,2.62204033908214,0.7744811458637825
2.4235603624671147,2.6156094709149373,0.7744811458637825
2.4235603624671147,2.6156094709149373,0.7744811458637825
2.4188833674364223,2.6100555393159897,0.773019584916691
2.4188833674364223,2.6100555393159897,0.773019584916691
2.418006430868167,2.6109324758842445,0.7589885998246126
2.418006430868167,2.6109324758842445,0.7589885998246126
2.418006430868167,2.6062554808535516,0.7591347559193219
2.417129494299912,2.6062554808535516,0.7591347559193219
2.417129494299912,2.608593978368898,0.7543116047939199
2.4130371236480563,2.608593978368898,0.7543116047939199
2.4130371236480563,2.606840105232388,0.7456883952060801
2.4115755627009645,2.606840105232388,0.7456883952060801
2.4115755627009645,2.606840105232388,0.7543116047939199
2.4083601286173635,2.6042092955276237,0.7543116047939199
2.4083601286173635,2.6042092955276237,0.7370651856182403
2.4086524408067818,2.6080093539900613,0.7370651856182403
2.4086524408067818,2.6080093539900613,0.7370651856182403
2.4033908213972524,2.6080093539900613,0.7325343466822567
2.4033908213972524,2.6080093539900613,0.7325343466822567
2.406313943291435,2.6112247880736628,0.7326805027769658
2.406313943291435,2.6112247880736628,0.7326805027769658
2.406313943291435,2.6097632271265714,0.7223034200526162
2.40719087985969,2.6097632271265714,0.7223034200526162
2.40719087985969,2.610640163694826,0.7170418006430869
2.4066062554808534,2.610640163694826,0.7170418006430869
2.4066062554808534,2.606840105232388,0.7249342297573809
2.3987138263665595,2.606840105232388,0.7249342297573809
2.3987138263665595,2.606840105232388,0.7085647471499561
2.4045600701549255,2.6074247296112247,0.7085647471499561
2.4045600701549255,2.6074247296112247,0.7177725811166326
2.395498392282958,2.6138555977784272,0.7177725811166326
2.395498392282958,2.6138555977784272,0.6803566208710903
2.3966676410406316,2.617363344051447,0.7107570885705934
2.3966676410406316,2.617363344051447,0.7107570885705934
2.385559777842736,2.619701841566793,0.7037415960245542
2.385559777842736,2.619701841566793,0.7037415960245542
2.385559777842736,2.6249634609763226,0.6853259280912014
2.3916983338205204,2.6249634609763226,0.6853259280912014
2.3916983338205204,2.623209587839813,0.6900029231218942
2.383513592516808,2.623209587839813,0.6900029231218942
2.383513592516808,2.615317158725519,0.6857643963753288
2.385559777842736,2.615317158725519,0.6857643963753288
2.385559777842736,2.652733118971061,0.6809412452499269
2.3820520315697165,2.6208710903244667,0.6809412452499269
2.3820520315697165,2.6208710903244667,0.672171879567378
2.3829289681379713,2.622332651271558,0.672171879567378
2.3829289681379713,2.622332651271558,0.672171879567378
2.3770827243496053,2.6343174510377083,0.6666179479684303
2.3770827243496053,2.6343174510377083,0.6666179479684303
2.383513592516808,2.629348143817597,0.6648640748319204
2.383513592516808,2.629348143817597,0.6648640748319204
2.383513592516808,2.636948260742473,0.6639871382636656
2.376790412160187,2.636948260742473,0.6639871382636656
2.376790412160187,2.638702133878983,0.6579947383805904
2.3753288512130957,2.638702133878983,0.6579947383805904
2.3753288512130957,2.6319789535223617,0.649663840982169
2.378836597486115,2.6319789535223617,0.649663840982169
2.378836597486115,2.6319789535223617,0.6528792750657703
2.3694826074247297,2.6413329435837474,0.6528792750657703
2.3694826074247297,2.6413329435837474,0.6438175971938029
2.3674364220988013,2.6425021923414205,0.6438175971938029
2.3674364220988013,2.6425021923414205,0.6438175971938029
2.370944168371821,2.650394621455715,0.64776381175095
2.370944168371821,2.650394621455715,0.64776381175095
2.3703595439929845,2.648056123940368,0.6346097632271266
2.3703595439929845,2.648056123940368,0.6346097632271266
2.3703595439929845,2.6521484945922245,0.6385559777842736
2.3726980415083307,2.6521484945922245,0.6385559777842736
2.3726980415083307,2.653610055539316,0.6465945629932768
2.3703595439929845,2.653610055539316,0.6465945629932768
2.3703595439929845,2.6597486115171,0.6420637240572932
2.3665594855305465,2.6597486115171,0.6420637240572932
2.3665594855305465,2.6597486115171,0.6411867874890383
2.3636363636363638,2.657410114001754,0.6411867874890383
2.3636363636363638,2.657410114001754,0.6341712949429992
2.36597486115171,2.6664717918737213,0.6341712949429992
2.36597486115171,2.6664717918737213,0.6341712949429992
2.361297866121017,2.6600409237065183,0.6230634317451038
2.361297866121017,2.6600409237065183,0.6230634317451038
2.357790119847998,2.672025723472669,0.6289096755334698
2.357790119847998,2.672025723472669,0.6289096755334698
2.371821104940076,2.6813797135340542,0.625255773165741
2.371821104940076,2.6813797135340542,0.625255773165741
2.371821104940076,2.6758257819351066,0.6218941829874306
2.3607132417421806,2.6758257819351066,0.6218941829874306
2.3607132417421806,2.682256650102309,0.629201987722888
2.3665594855305465,2.682256650102309,0.629201987722888
2.3665594855305465,2.682256650102309,0.62028646594563
2.3642209880152003,2.6793335282081263,0.62028646594563
2.3642209880152003,2.6793335282081263,0.6201403098509208
2.355451622332651,2.684887459807074,0.6201403098509208
2.355451622332651,2.684887459807074,0.6201403098509208
2.358082432037416,2.6875182695118385,0.6123940368313359
2.358082432037416,2.6875182695118385,0.6123940368313359
2.358959368605671,2.689856767027185,0.610494007600117
2.358959368605671,2.689856767027185,0.610494007600117
2.3566208710903243,2.696579947383806,0.6077170418006431
2.3566208710903243,2.696579947383806,0.6077170418006431
2.3940368313358666,2.695703010815551,0.6188249049985385
2.357790119847998,2.695703010815551,0.6188249049985385
2.357790119847998,2.698626132709734,0.6078631978953523
2.3501900029231217,2.698626132709734,0.6078631978953523
2.3501900029231217,2.698626132709734,0.6179479684302835
2.35223618824905,2.7030108155510084,0.6179479684302835
2.35223618824905,2.7030108155510084,0.6058170125694241
2.3513592516807953,2.6997953814674074,0.6058170125694241
2.3513592516807953,2.6997953814674074,0.6058170125694241
2.353113124817305,2.7068108740134464,0.6122478807366267
2.353113124817305,2.7068108740134464,0.6122478807366267
2.359251680795089,2.711195556854721,0.6137094416837182
2.359251680795089,2.711195556854721,0.6137094416837182
2.360128617363344,2.706518561824028,0.6140017538731365
2.360128617363344,2.706518561824028,0.6140017538731365
2.360128617363344,2.7071031862028647,0.6094709149371529
2.3574978076585795,2.7071031862028647,0.6094709149371529
2.3574978076585795,2.7176264250219235,0.606693949137679
2.351943876059632,2.7176264250219235,0.606693949137679
2.351943876059632,2.7176264250219235,0.5980707395498392
2.359251680795089,2.708564747149956,0.5980707395498392
2.359251680795089,2.708564747149956,0.6047939199064601
2.3586670564162526,2.715580239695995,0.6047939199064601
2.3586670564162526,2.715580239695995,0.6047939199064601
2.356913183279743,2.7079801227711195,0.6055247003800058
2.356913183279743,2.7079801227711195,0.6055247003800058
2.3572054954691612,2.71821104940076,0.6037708272434961
2.3572054954691612,2.71821104940076,0.6037708272434961
2.356328558900906,2.721134171294943,0.6037708272434961
2.356328558900906,2.721134171294943,0.6037708272434961
2.356328558900906,2.720257234726688,0.6031862028646594
2.3545746857643963,2.720257234726688,0.6031862028646594
2.3545746857643963,2.7223034200526164,0.6005553931598948
2.353405437006723,2.7223034200526164,0.6005553931598948
2.353405437006723,2.7223034200526164,0.596901490792166
2.3498976907337035,2.722011107863198,0.596901490792166
2.3498976907337035,2.722011107863198,0.6001169248757673
2.3525285004384684,2.722011107863198,0.6001169248757673
2.3525285004384684,2.722011107863198,0.6001169248757673
2.353113124817305,2.7234726688102895,0.6042092955276235
2.353113124817305,2.7234726688102895,0.5667933352820813
2.3528208126278867,2.7284419760304006,0.5955860859397837
2.3528208126278867,2.7284419760304006,0.5955860859397837
2.353113124817305,2.7187956737795966,0.600701549254604
2.353113124817305,2.7187956737795966,0.600701549254604
